,Chr,Dominance,MutationType
4306,16,dominant,synonymous
4307,15,dominant,missense
4308,4,dominant,silent
4309,20,recessive,nonsense
4310,9,dominant,missense
4311,11,dominant,frameshift
4312,12,recessive,silent
4313,10,dominant,nonsense
4314,6,recessive,frameshift
4315,20,recessive,nonsense
4316,19,dominant,nonsense
4317,16,recessive,missense
4318,8,dominant,missense
4319,11,dominant,nonsense
4320,2,dominant,missense
4321,14,dominant,silent
4322,10,dominant,nonsense
4323,7,dominant,nonsense
4324,12,dominant,silent
4325,22,dominant,synonymous
4326,14,dominant,synonymous
4327,12,dominant,silent
4328,19,dominant,silent
4329,10,recessive,missense
4330,4,dominant,synonymous
4331,22,recessive,nonsense
4332,7,recessive,missense
4333,7,recessive,silent
4334,12,recessive,silent
4335,22,dominant,silent
4336,9,dominant,missense
4337,20,dominant,synonymous
4338,12,dominant,nonsense
4339,9,recessive,silent
4340,22,recessive,silent
4341,13,dominant,nonsense
4342,10,dominant,frameshift
4343,9,dominant,silent
4344,1,recessive,silent
4345,17,dominant,synonymous
4346,5,dominant,frameshift
4347,2,recessive,silent
4348,11,dominant,frameshift
4349,21,dominant,silent
4350,14,recessive,synonymous
4351,8,dominant,synonymous
4352,6,recessive,missense
4353,19,dominant,frameshift
4354,2,recessive,frameshift
4355,6,recessive,silent
4356,17,dominant,nonsense
4357,17,dominant,synonymous
4358,15,recessive,missense
4359,16,recessive,synonymous
4360,9,recessive,missense
4361,14,dominant,synonymous
4362,13,dominant,frameshift
4363,3,recessive,silent
4364,20,dominant,frameshift
4365,11,dominant,nonsense
4366,12,dominant,silent
4367,7,recessive,synonymous
4368,2,dominant,synonymous
4369,22,dominant,frameshift
4370,17,dominant,frameshift
4371,18,recessive,synonymous
4372,18,dominant,frameshift
4373,21,dominant,missense
4374,6,dominant,silent
4375,2,recessive,missense
4376,16,recessive,nonsense
4377,12,dominant,missense
4378,2,recessive,missense
4379,19,dominant,nonsense
4380,1,recessive,silent
4381,6,dominant,missense
4382,18,dominant,synonymous
4383,5,dominant,synonymous
4384,14,dominant,silent
4385,13,recessive,silent
4386,7,dominant,missense
4387,16,dominant,synonymous
4388,1,dominant,missense
4389,22,recessive,silent
4390,8,dominant,frameshift
4391,6,recessive,synonymous
4392,15,recessive,missense
4393,16,recessive,silent
4394,19,recessive,silent
4395,18,dominant,nonsense
4396,11,dominant,missense
4397,9,dominant,nonsense
4398,17,dominant,silent
4399,16,dominant,silent
4400,14,dominant,synonymous
4401,13,dominant,missense
4402,6,recessive,synonymous
4403,1,dominant,nonsense
4404,7,dominant,missense
4405,1,dominant,silent
4406,8,recessive,missense
4407,5,dominant,frameshift
4408,11,dominant,frameshift
4409,5,dominant,frameshift
4410,5,recessive,synonymous
4411,11,dominant,missense
4412,2,dominant,missense
4413,7,recessive,missense
4414,5,recessive,nonsense
4415,8,recessive,frameshift
4416,9,dominant,missense
4417,3,recessive,silent
4418,19,recessive,synonymous
4419,19,recessive,nonsense
4420,5,dominant,frameshift
4421,9,dominant,frameshift
4422,10,recessive,nonsense
4423,20,dominant,missense
4424,7,recessive,frameshift
4425,17,recessive,frameshift
4426,17,recessive,synonymous
4427,8,dominant,silent
4428,14,dominant,frameshift
4429,11,dominant,frameshift
4430,19,recessive,synonymous
4431,4,recessive,frameshift
4432,14,dominant,nonsense
4433,17,dominant,frameshift
4434,22,recessive,synonymous
4435,16,dominant,silent
4436,16,dominant,missense
4437,13,dominant,frameshift
4438,18,dominant,synonymous
4439,6,recessive,missense
4440,10,dominant,synonymous
4441,2,dominant,nonsense
4442,11,recessive,missense
4443,4,dominant,silent
4444,21,recessive,missense
4445,16,recessive,nonsense
4446,22,dominant,silent
4447,4,dominant,silent
4448,13,recessive,nonsense
4449,7,recessive,nonsense
4450,15,dominant,synonymous
4451,7,recessive,synonymous
4452,4,recessive,frameshift
4453,16,dominant,frameshift
4454,4,dominant,silent
4455,6,recessive,frameshift
4456,15,recessive,missense
4457,11,dominant,nonsense
4458,13,dominant,nonsense
4459,21,dominant,synonymous
4460,22,recessive,silent
4461,15,recessive,silent
4462,2,dominant,synonymous
4463,10,dominant,silent
4464,12,dominant,missense
4465,4,dominant,nonsense
4466,4,recessive,missense
4467,16,recessive,synonymous
4468,9,dominant,missense
4469,11,dominant,nonsense
4470,6,dominant,silent
4471,11,dominant,nonsense
4472,14,recessive,nonsense
4473,20,dominant,frameshift
4474,11,recessive,frameshift
4475,9,dominant,nonsense
4476,18,dominant,silent
4477,17,dominant,frameshift
4478,13,dominant,silent
4479,20,recessive,nonsense
4480,4,recessive,nonsense
4481,4,recessive,frameshift
4482,21,dominant,silent
4483,8,recessive,missense
4484,12,recessive,frameshift
4485,9,recessive,nonsense
4486,22,recessive,frameshift
4487,15,recessive,silent
4488,17,recessive,nonsense
4489,2,dominant,frameshift
4490,13,recessive,frameshift
4491,6,recessive,frameshift
4492,14,dominant,nonsense
4493,14,dominant,silent
4494,8,recessive,synonymous
4495,5,recessive,nonsense
4496,20,recessive,missense
4497,15,recessive,nonsense
4498,17,recessive,missense
4499,12,dominant,frameshift
4500,14,dominant,synonymous
4501,14,recessive,synonymous
4502,20,recessive,synonymous
4503,8,dominant,nonsense
4504,2,recessive,nonsense
4505,8,recessive,frameshift
4506,14,dominant,silent
4507,13,dominant,silent
4508,12,recessive,missense
4509,8,recessive,nonsense
4510,17,recessive,nonsense
4511,18,recessive,missense
4512,15,dominant,synonymous
4513,8,recessive,nonsense
4514,7,dominant,nonsense
4515,16,recessive,synonymous
4516,12,recessive,nonsense
4517,6,dominant,silent
4518,17,dominant,nonsense
4519,22,dominant,synonymous
4520,17,dominant,silent
4521,21,recessive,synonymous
4522,3,dominant,synonymous
4523,8,recessive,frameshift
4524,20,recessive,missense
4525,16,recessive,missense
4526,3,recessive,nonsense
4527,17,dominant,nonsense
4528,20,recessive,missense
4529,3,dominant,silent
4530,15,recessive,synonymous
4531,14,recessive,missense
4532,2,recessive,nonsense
4533,3,dominant,frameshift
4534,17,dominant,synonymous
4535,1,dominant,synonymous
4536,2,dominant,synonymous
4537,22,recessive,silent
4538,19,dominant,nonsense
4539,19,recessive,silent
4540,13,recessive,silent
4541,6,recessive,synonymous
4542,21,recessive,silent
4543,10,dominant,nonsense
4544,18,dominant,silent
4545,18,recessive,frameshift
4546,18,dominant,nonsense
4547,19,recessive,synonymous
4548,15,recessive,nonsense
4549,6,recessive,missense
4550,3,dominant,silent
4551,5,recessive,synonymous
4552,12,dominant,silent
4553,22,recessive,nonsense
4554,16,dominant,nonsense
4555,14,recessive,missense
4556,8,recessive,silent
4557,11,recessive,synonymous
4558,21,recessive,synonymous
4559,9,recessive,synonymous
4560,1,dominant,missense
4561,8,recessive,synonymous
4562,6,dominant,nonsense
4563,22,recessive,silent
4564,2,recessive,nonsense
4565,12,dominant,missense
4566,14,recessive,synonymous
4567,18,dominant,silent
4568,17,dominant,silent
4569,22,dominant,missense
4570,7,recessive,nonsense
4571,18,dominant,synonymous
4572,10,dominant,silent
4573,7,recessive,silent
4574,13,dominant,frameshift
4575,3,recessive,missense
4576,9,dominant,synonymous
4577,9,recessive,missense
4578,21,recessive,frameshift
4579,5,recessive,frameshift
4580,9,dominant,frameshift
4581,22,dominant,missense
4582,20,recessive,silent
4583,17,recessive,frameshift
4584,21,recessive,silent
4585,9,dominant,missense
4586,5,dominant,missense
4587,20,recessive,synonymous
4588,19,dominant,nonsense
4589,20,recessive,frameshift
4590,6,dominant,synonymous
4591,2,dominant,silent
4592,13,dominant,frameshift
4593,13,recessive,nonsense
4594,17,recessive,synonymous
4595,16,dominant,nonsense
4596,18,dominant,missense
4597,4,recessive,missense
4598,3,recessive,missense
4599,13,recessive,nonsense
4600,3,dominant,frameshift
4601,17,dominant,frameshift
4602,11,recessive,silent
4603,16,dominant,nonsense
4604,7,dominant,frameshift
4605,3,dominant,nonsense
4606,11,dominant,nonsense
4607,10,dominant,frameshift
4608,10,recessive,missense
4609,16,dominant,synonymous
4610,16,dominant,silent
4611,4,recessive,silent
4612,11,recessive,silent
4613,18,recessive,silent
4614,14,recessive,silent
4615,5,recessive,missense
4616,8,recessive,synonymous
4617,9,recessive,nonsense
4618,9,recessive,missense
4619,16,dominant,nonsense
4620,3,recessive,frameshift
4621,15,recessive,synonymous
4622,15,recessive,nonsense
4623,17,dominant,nonsense
4624,6,dominant,silent
4625,5,recessive,missense
4626,12,dominant,missense
4627,3,recessive,synonymous
4628,4,recessive,silent
4629,7,dominant,synonymous
4630,22,recessive,missense
4631,11,recessive,silent
4632,18,recessive,frameshift
4633,19,dominant,frameshift
4634,15,recessive,nonsense
4635,22,dominant,nonsense
4636,16,dominant,synonymous
4637,9,recessive,nonsense
4638,14,recessive,synonymous
4639,8,recessive,synonymous
4640,14,recessive,missense
4641,11,dominant,nonsense
4642,2,dominant,silent
4643,2,dominant,synonymous
4644,7,recessive,silent
4645,16,dominant,nonsense
4646,8,dominant,synonymous
4647,6,recessive,missense
4648,12,recessive,silent
4649,16,recessive,synonymous
4650,2,recessive,nonsense
4651,8,recessive,nonsense
4652,3,recessive,synonymous
4653,7,recessive,nonsense
4654,9,recessive,silent
4655,19,recessive,silent
4656,5,dominant,nonsense
4657,19,recessive,nonsense
4658,11,dominant,missense
4659,7,recessive,nonsense
4660,15,dominant,nonsense
4661,3,dominant,frameshift
4662,21,recessive,silent
4663,19,recessive,missense
4664,16,dominant,frameshift
4665,22,dominant,missense
4666,13,recessive,missense
4667,14,recessive,nonsense
4668,11,dominant,synonymous
4669,5,dominant,nonsense
4670,22,recessive,frameshift
4671,18,recessive,frameshift
4672,14,recessive,synonymous
4673,3,recessive,silent
4674,4,recessive,missense
4675,14,recessive,missense
4676,10,recessive,missense
4677,13,recessive,frameshift
4678,20,dominant,silent
4679,2,dominant,nonsense
4680,16,dominant,missense
4681,10,dominant,nonsense
4682,6,dominant,missense
4683,9,dominant,synonymous
4684,15,recessive,nonsense
4685,6,recessive,silent
4686,1,dominant,silent
4687,17,recessive,synonymous
4688,13,recessive,nonsense
4689,8,dominant,missense
4690,3,recessive,synonymous
4691,2,recessive,nonsense
4692,10,recessive,nonsense
4693,15,recessive,silent
4694,14,recessive,silent
4695,3,recessive,missense
4696,17,dominant,synonymous
4697,12,recessive,synonymous
4698,8,dominant,missense
4699,7,recessive,frameshift
4700,6,dominant,missense
4701,16,recessive,missense
4702,14,recessive,silent
4703,1,recessive,frameshift
4704,6,dominant,frameshift
4705,14,dominant,frameshift
4706,2,dominant,silent
4707,9,recessive,missense
4708,5,dominant,nonsense
4709,16,recessive,synonymous
4710,3,recessive,synonymous
4711,8,recessive,synonymous
4712,11,dominant,missense
4713,11,dominant,frameshift
4714,13,dominant,frameshift
4715,13,dominant,nonsense
4716,18,dominant,nonsense
4717,12,dominant,nonsense
4718,12,dominant,silent
4719,17,recessive,nonsense
4720,2,dominant,frameshift
4721,13,dominant,nonsense
4722,8,dominant,frameshift
4723,15,recessive,frameshift
4724,12,dominant,frameshift
4725,17,recessive,missense
4726,13,recessive,nonsense
4727,21,dominant,silent
4728,13,recessive,frameshift
4729,9,recessive,synonymous
4730,10,dominant,synonymous
4731,2,recessive,frameshift
4732,18,recessive,frameshift
4733,10,dominant,frameshift
4734,20,recessive,missense
4735,2,dominant,frameshift
4736,15,dominant,synonymous
4737,20,recessive,nonsense
4738,20,dominant,silent
4739,3,recessive,synonymous
4740,2,dominant,nonsense
4741,15,recessive,nonsense
4742,5,recessive,synonymous
4743,15,dominant,synonymous
4744,10,recessive,nonsense
4745,17,recessive,nonsense
4746,22,recessive,synonymous
4747,10,recessive,missense
4748,20,recessive,missense
4749,14,recessive,silent
4750,3,recessive,nonsense
4751,20,recessive,synonymous
4752,5,recessive,missense
4753,5,dominant,frameshift
4754,6,dominant,silent
4755,9,dominant,silent
4756,11,dominant,nonsense
4757,15,recessive,nonsense
4758,1,dominant,frameshift
4759,4,recessive,missense
4760,15,recessive,synonymous
4761,17,recessive,synonymous
4762,18,dominant,missense
4763,2,dominant,silent
4764,18,dominant,silent
4765,18,dominant,synonymous
4766,1,recessive,frameshift
4767,3,dominant,nonsense
4768,15,recessive,silent
4769,8,dominant,silent
4770,1,recessive,missense
4771,9,dominant,missense
4772,19,recessive,missense
4773,14,dominant,frameshift
4774,20,recessive,silent
4775,9,recessive,synonymous
4776,11,dominant,silent
4777,14,dominant,frameshift
4778,22,dominant,missense
4779,21,dominant,silent
4780,10,dominant,nonsense
4781,22,recessive,synonymous
4782,5,recessive,synonymous
4783,13,recessive,synonymous
4784,5,recessive,synonymous
4785,16,recessive,missense
4786,2,recessive,synonymous
4787,2,dominant,nonsense
4788,15,dominant,silent
4789,19,dominant,nonsense
4790,22,recessive,frameshift
4791,1,dominant,silent
4792,20,recessive,nonsense
4793,8,dominant,frameshift
4794,13,dominant,synonymous
4795,4,dominant,nonsense
4796,18,dominant,synonymous
4797,15,dominant,missense
4798,22,recessive,frameshift
4799,10,recessive,frameshift
4800,1,dominant,frameshift
4801,16,recessive,missense
4802,18,dominant,frameshift
4803,4,dominant,missense
4804,2,recessive,frameshift
4805,2,recessive,nonsense
4806,5,recessive,synonymous
4807,21,dominant,nonsense
4808,9,recessive,nonsense
4809,1,recessive,synonymous
4810,13,recessive,synonymous
4811,2,dominant,silent
4812,9,dominant,nonsense
4813,16,recessive,missense
4814,19,dominant,missense
4815,12,recessive,missense
4816,10,recessive,missense
4817,12,dominant,missense
4818,20,dominant,nonsense
4819,4,dominant,nonsense
4820,11,recessive,frameshift
4821,20,recessive,synonymous
4822,21,recessive,silent
4823,20,recessive,frameshift
4824,17,dominant,synonymous
4825,7,dominant,missense
4826,3,dominant,missense
4827,6,dominant,missense
4828,10,dominant,missense
4829,2,recessive,missense
4830,10,dominant,synonymous
4831,14,dominant,silent
4832,13,recessive,synonymous
4833,14,recessive,nonsense
4834,15,dominant,frameshift
4835,11,dominant,nonsense
4836,17,recessive,missense
4837,9,recessive,missense
4838,21,dominant,missense
4839,22,recessive,synonymous
4840,11,recessive,missense
4841,3,recessive,nonsense
4842,7,dominant,missense
4843,13,recessive,nonsense
4844,19,recessive,silent
4845,11,recessive,nonsense
4846,5,dominant,synonymous
4847,19,recessive,silent
4848,8,dominant,nonsense
4849,7,dominant,missense
4850,15,recessive,nonsense
4851,14,dominant,synonymous
4852,5,recessive,frameshift
4853,7,recessive,missense
4854,2,dominant,synonymous
4855,17,dominant,missense
4856,1,dominant,missense
4857,1,dominant,nonsense
4858,4,recessive,frameshift
4859,8,recessive,nonsense
4860,15,dominant,silent
4861,2,recessive,synonymous
4862,12,recessive,missense
4863,13,recessive,silent
4864,19,dominant,synonymous
4865,10,dominant,frameshift
4866,1,dominant,frameshift
4867,21,dominant,silent
4868,5,recessive,silent
4869,16,dominant,nonsense
4870,7,dominant,frameshift
4871,11,recessive,synonymous
4872,16,recessive,synonymous
4873,10,recessive,synonymous
4874,1,dominant,nonsense
4875,19,recessive,synonymous
4876,16,dominant,synonymous
4877,7,recessive,synonymous
4878,21,dominant,frameshift
4879,14,dominant,synonymous
4880,13,dominant,synonymous
4881,2,recessive,frameshift
4882,7,recessive,silent
4883,1,recessive,silent
4884,10,recessive,missense
4885,13,recessive,synonymous
4886,20,dominant,missense
4887,20,recessive,frameshift
4888,22,dominant,synonymous
4889,21,recessive,missense
4890,19,dominant,silent
4891,21,recessive,frameshift
4892,12,recessive,silent
4893,9,dominant,nonsense
4894,1,recessive,missense
4895,5,dominant,nonsense
4896,10,recessive,missense
4897,18,recessive,nonsense
4898,7,recessive,synonymous
4899,19,dominant,silent
4900,8,recessive,frameshift
4901,15,dominant,silent
4902,7,recessive,synonymous
4903,10,recessive,silent
4904,11,recessive,nonsense
4905,2,recessive,silent
4906,1,recessive,nonsense
4907,1,dominant,synonymous
4908,19,dominant,synonymous
4909,1,recessive,missense
4910,13,dominant,frameshift
4911,7,recessive,nonsense
4912,4,dominant,silent
4913,13,dominant,frameshift
4914,7,dominant,synonymous
4915,11,dominant,frameshift
4916,18,dominant,synonymous
4917,15,dominant,frameshift
4918,2,recessive,frameshift
4919,4,dominant,missense
4920,17,recessive,frameshift
4921,9,recessive,nonsense
4922,4,dominant,synonymous
4923,8,dominant,nonsense
4924,18,recessive,silent
4925,17,dominant,nonsense
4926,4,dominant,synonymous
4927,1,recessive,nonsense
4928,6,dominant,synonymous
4929,21,recessive,nonsense
4930,18,recessive,missense
4931,11,recessive,silent
4932,7,recessive,frameshift
4933,6,dominant,frameshift
4934,1,recessive,missense
4935,22,dominant,missense
4936,11,recessive,missense
4937,14,dominant,frameshift
4938,17,recessive,frameshift
4939,15,recessive,silent
4940,16,recessive,frameshift
4941,19,dominant,missense
4942,14,dominant,synonymous
4943,9,dominant,frameshift
4944,3,recessive,missense
4945,10,dominant,nonsense
4946,2,recessive,missense
4947,5,recessive,silent
4948,15,recessive,silent
4949,5,dominant,frameshift
4950,8,dominant,synonymous
4951,1,recessive,missense
4952,14,dominant,frameshift
4953,11,dominant,nonsense
4954,2,dominant,synonymous
4955,19,recessive,synonymous
4956,1,recessive,missense
4957,14,recessive,missense
4958,6,dominant,silent
4959,6,recessive,missense
4960,11,dominant,frameshift
4961,2,dominant,synonymous
4962,14,recessive,synonymous
4963,5,dominant,silent
4964,22,recessive,missense
4965,15,dominant,nonsense
4966,8,recessive,synonymous
4967,5,recessive,silent
4968,2,dominant,missense
4969,14,dominant,frameshift
4970,13,recessive,missense
4971,1,recessive,synonymous
4972,3,recessive,nonsense
4973,16,dominant,frameshift
4974,7,recessive,nonsense
4975,8,recessive,missense
4976,2,dominant,silent
4977,16,dominant,frameshift
4978,17,recessive,frameshift
4979,8,recessive,missense
4980,6,dominant,nonsense
4981,9,recessive,missense
4982,10,dominant,silent
4983,16,dominant,synonymous
4984,5,dominant,nonsense
4985,21,dominant,nonsense
4986,12,recessive,frameshift
4987,11,recessive,synonymous
4988,10,recessive,silent
4989,15,recessive,missense
4990,16,dominant,silent
4991,8,dominant,silent
4992,10,dominant,synonymous
4993,1,dominant,nonsense
4994,12,recessive,nonsense
4995,17,recessive,silent
4996,1,recessive,nonsense
4997,8,dominant,frameshift
4998,17,recessive,silent
4999,20,recessive,frameshift
